risk gene,clearance gene,correlation,t
PVALB,ANK2,0,0
PVALB,ANK3,0,0
PVALB,ANKDD1A,0,0
PVALB,ANKIB1,0,0
PVALB,ANKRD19P,0,0
PVALB,ANKRD20A5P,0,0
PVALB,ANKRD30BP2,0,0
PVALB,ANKRD36B,0,0
PVALB,ANKRD36BP2,0,0
PVALB,ANKRD50,0,0
PVALB,ANKRD52,0,0
PVALB,ANKRD54,0,0
PVALB,ANKRD6,0,0
PVALB,ANKS1B,0,0
PVALB,ANO10,0,0
PVALB,ANO2,0,0
PVALB,ANO3,0,0
PVALB,ANP32D,0,0
PVALB,ANP32E,0,0
PVALB,ANTXR1,0,0
PVALB,ANXA7,0,0
PVALB,AOC3,0,0
PVALB,AP2B1,0,0
PVALB,AP3B1,0,0
PVALB,AP3S1,0,0
PVALB,APBA1,0,0
PVALB,APBB1IP,0,0
PVALB,APC,0,0
PVALB,APCDD1,0,0
PVALB,APCDD1L,0,0
PVALB,APEX2,0,0
PVALB,APH1B,0,0
PVALB,APOA1,0,0
PVALB,APOC1,0,0
PVALB,APOE,0,0
PVALB,APOL6,0,0
PVALB,APOOL,0,0
PVALB,APOPT1,0,0
PVALB,APPL2,0,0
PVALB,APRT,0,0
PVALB,APTX,0,0
PVALB,AQP2,0,0
PVALB,AQP4,0,0
PVALB,AQP5,0,0
PVALB,AQP7P1,0,0
PVALB,ARF1,0,0
PVALB,ARF3,0,0
PVALB,ARFGAP3,0,0
PVALB,ARHGAP18,0,0
PVALB,ARHGAP28,0,0
PVALB,ARHGAP4,0,0
PVALB,ARHGAP6,0,0
PVALB,ARHGDIA,0,0
PVALB,ARHGEF10,0,0
PVALB,ARHGEF19,0,0
PVALB,ARID1A,0,0
PVALB,ARL10,0,0
PVALB,ARL15,0,0
PVALB,ARL6,0,0
PVALB,ARL6IP1,0,0
PVALB,ARL6IP6,0,0
PVALB,ARL8A,0,0
PVALB,ARPC2,0,0
PVALB,ARPC3,0,0
PVALB,ARPC5,0,0
PVALB,ARPC5L,0,0
PVALB,ARRB2,0,0
PVALB,ARSF,0,0
PVALB,ARVCF,0,0
PVALB,ASAH1,0,0
PVALB,ASB16,0,0
PVALB,ASB18,0,0
PVALB,ASCC3,0,0
PVALB,ASCL2,0,0
PVALB,ASF1A,0,0
PVALB,ASIP,0,0
PVALB,ASPH,0,0
PVALB,ASRGL1,0,0
PVALB,ASTN1,0,0
PVALB,ATF7IP,0,0
PVALB,ATG12,0,0
PVALB,ATL1,0,0
PVALB,ATOH7,0,0
PVALB,ATP10B,0,0
PVALB,ATP13A4,0,0
PVALB,ATP1A3,0,0
PVALB,ATP1B2,0,0
PVALB,ATP2C1,0,0
PVALB,ATP2C2,0,0
PVALB,ATP6AP2,0,0
PVALB,ATP6V0A4,0,0
PVALB,ATP6V1B2,0,0
PVALB,ATP6V1D,0,0
PVALB,ATP6V1G2,0,0
PVALB,ATP6V1H,0,0
PVALB,ATP7B,0,0
PVALB,ATP8A1,0,0
PVALB,ATP8A2,0,0
PVALB,ATPAF1,0,0
PVALB,ATRIP,0,0
PVALB,ATXN10,0,0
PVALB,ATXN1L,0,0
PVALB,AUTS2,0,0
PVALB,AVP,0,0
PVALB,AXL,0,0
PVALB,B3GALT6,0,0
PVALB,B3GAT1,0,0
PVALB,B3GAT2,0,0
PVALB,B3GNT4,0,0
PVALB,B3GNT5,0,0
PVALB,B3GNT6,0,0
PVALB,B4GALT1,0,0
PVALB,B9D1,0,0
PVALB,BAG3,0,0
PVALB,BATF2,0,0
PVALB,BBS2,0,0
PVALB,BBS4,0,0
PVALB,BCAN,0,0
PVALB,BCHE,0,0
PVALB,BCKDHB,0,0
PVALB,BCL2A1,0,0
PVALB,BCL2L10,0,0
PVALB,BCL2L11,0,0
PVALB,BCL6,0,0
PVALB,BCL9,0,0
PVALB,BCORP1,0,0
PVALB,BCR,0,0
PVALB,BDNF,0,0
PVALB,BEGAIN,0,0
PVALB,BEND3,0,0
PVALB,BEST2,0,0
PVALB,BEST4,0,0
PVALB,BEX4,0,0
PVALB,BFSP1,0,0
PVALB,BHLHE22,0,0
PVALB,BHMT2,0,0
PVALB,BIRC2,0,0
PVALB,BIRC3,0,0
PVALB,BLNK,0,0
PVALB,BLOC1S1,0,0
PVALB,BLVRB,0,0
PVALB,BMF,0,0
PVALB,BMP2K,0,0
PVALB,BMP7,0,0
PVALB,BMPR1B,0,0
PVALB,BMPR2,0,0
PVALB,BNIP1,0,0
PVALB,BNIP2,0,0
PVALB,BOD1,0,0
PVALB,BPHL,0,0
PVALB,BRAP,0,0
PVALB,BRMS1,0,0
PVALB,BRWD1,0,0
PVALB,BSCL2,0,0
PVALB,BTBD9,0,0
PVALB,BTC,0,0
PVALB,BTG1,0,0
PVALB,BTG3,0,0
PVALB,BTN3A1,0,0
PVALB,BTN3A2,0,0
PVALB,BTNL9,0,0
PVALB,BUB3,0,0
PVALB,BZW1,0,0
PVALB,C10orf105,0,0
PVALB,C11orf1,0,0
PVALB,C11orf65,0,0
PVALB,C11orf96,0,0
PVALB,C12orf45,0,0
PVALB,C12orf73,0,0
PVALB,C14orf132,0,0
PVALB,C15orf40,0,0
PVALB,C16orf74,0,0
PVALB,C17orf51,0,0
PVALB,C17orf67,0,0
PVALB,C18orf12,0,0
PVALB,C19orf12,0,0
PVALB,C19orf53,0,0
PVALB,C1QC,0,0
PVALB,C1QL1,0,0
PVALB,C1QL2,0,0
PVALB,C1QTNF2,0,0
PVALB,C1QTNF3,0,0
PVALB,C1orf158,0,0
PVALB,C1orf194,0,0
PVALB,C1orf226,0,0
PVALB,C1orf229,0,0
PVALB,C1orf52,0,0
PVALB,C1orf53,0,0
PVALB,C1orf61,0,0
PVALB,C1orf94,0,0
PVALB,C20orf194,0,0
PVALB,C21orf58,0,0
PVALB,C22orf15,0,0
PVALB,C22orf39,0,0
PVALB,C2CD2L,0,0
PVALB,C2orf70,0,0
PVALB,C2orf73,0,0
PVALB,C2orf81,0,0
PVALB,C3AR1,0,0
PVALB,C3orf33,0,0
PVALB,C3orf70,0,0
PVALB,C5orf49,0,0
PVALB,C6orf118,0,0
PVALB,C6orf201,0,0
PVALB,C6orf89,0,0
PVALB,C6orf99,0,0
PVALB,C7orf13,0,0
PVALB,C7orf25,0,0
PVALB,C7orf43,0,0
PVALB,C8orf33,0,0
PVALB,C8orf34,0,0
PVALB,C8orf82,0,0
PVALB,C9orf106,0,0
PVALB,C9orf116,0,0
PVALB,C9orf16,0,0
PVALB,C9orf163,0,0
PVALB,C9orf62,0,0
PVALB,C9orf78,0,0
PVALB,CA12,0,0
PVALB,CABP4,0,0
PVALB,CABP7,0,0
PVALB,CACHD1,0,0
PVALB,CACNA1E,0,0
PVALB,CACNA1H,0,0
PVALB,CACNA2D1,0,0
PVALB,CACNG1,0,0
PVALB,CACNG4,0,0
PVALB,CADM1,0,0
PVALB,CALB1,0,0
PVALB,CALCA,0,0
PVALB,CALML3,0,0
PVALB,CALN1,0,0
PVALB,CALU,0,0
PVALB,CAMK2D,0,0
PVALB,CAMKV,0,0
PVALB,CAMLG,0,0
PVALB,CAMSAP1,0,0
PVALB,CANT1,0,0
PVALB,CANX,0,0
PVALB,CAP1,0,0
PVALB,CAPG,0,0
PVALB,CAPN2,0,0
PVALB,CAPRIN2,0,0
PVALB,CAPZA2,0,0
PVALB,CAPZB,0,0
PVALB,CARM1,0,0
PVALB,CARTPT,0,0
PVALB,CASD1,0,0
PVALB,CASK,0,0
PVALB,CASKIN1,0,0
PVALB,CASP6,0,0
PVALB,CASP8,0,0
PVALB,CBFA2T3,0,0
PVALB,CBFB,0,0
PVALB,CBL,0,0
PVALB,CBX1,0,0
PVALB,CBX5,0,0
PVALB,CCDC102A,0,0
PVALB,CCDC103,0,0
PVALB,CCDC112,0,0
PVALB,CCDC120,0,0
PVALB,CCDC141,0,0
PVALB,CCDC148,0,0
PVALB,CCDC153,0,0
PVALB,CCDC28A,0,0
PVALB,CCDC6,0,0
PVALB,CCDC65,0,0
PVALB,CCDC74B,0,0
PVALB,CCDC77,0,0
PVALB,CCDC8,0,0
PVALB,CCDC85C,0,0
PVALB,CCDC86,0,0
PVALB,CCDC90B,0,0
PVALB,CCDC97,0,0
PVALB,CCIN,0,0
PVALB,CCL22,0,0
PVALB,CCL24,0,0
PVALB,CCNA1,0,0
PVALB,CCNC,0,0
PVALB,CCND3,0,0
PVALB,CCNF,0,0
PVALB,CCNH,0,0
PVALB,CCNK,0,0
PVALB,CCNY,0,0
PVALB,CCR5,0,0
PVALB,CCT5,0,0
PVALB,CCT6A,0,0
PVALB,CCT8,0,0
PVALB,CD151,0,0
PVALB,CD24,0,0
PVALB,CD248,0,0
PVALB,CD4,0,0
PVALB,CD55,0,0
PVALB,CD79A,0,0
PVALB,CD83,0,0
PVALB,CD84,0,0
PVALB,CD86,0,0
PVALB,CD8A,0,0
PVALB,CD99,0,0
PVALB,CDC27,0,0
PVALB,CDC42,0,0
PVALB,CDC42EP5,0,0
PVALB,CDC5L,0,0
PVALB,CDH2,0,0
PVALB,CDH24,0,0
PVALB,CDH3,0,0
PVALB,CDH4,0,0
PVALB,CDH8,0,0
PVALB,CDH9,0,0
PVALB,CDK5R1,0,0
PVALB,CDK5R2,0,0
PVALB,CDKAL1,0,0
PVALB,CDKL4,0,0
PVALB,CDKN1A,0,0
PVALB,CDKN2D,0,0
PVALB,CDO1,0,0
PVALB,CDV3,0,0
PVALB,CEACAM21,0,0
PVALB,CEBPA,0,0
PVALB,CECR2,0,0
PVALB,CELF3,0,0
PVALB,CENPM,0,0
PVALB,CEP70,0,0
PVALB,CEPT1,0,0
PVALB,CES1,0,0
PVALB,CETN2,0,0
PVALB,CETN3,0,0
PVALB,CFL1P1,0,0
PVALB,CFLAR,0,0
PVALB,CGNL1,0,0
PVALB,CHAC2,0,0
PVALB,CHAD,0,0
PVALB,CHCHD6,0,0
PVALB,CHD3,0,0
PVALB,CHDH,0,0
PVALB,CHERP,0,0
PVALB,CHID1,0,0
PVALB,CHMP1A,0,0
PVALB,CHMP4C,0,0
PVALB,CHPF,0,0
PVALB,CHPT1,0,0
PVALB,CHRM4,0,0
PVALB,CHRM5,0,0
PVALB,CHRNA3,0,0
PVALB,CHRNB1,0,0
PVALB,CHST11,0,0
PVALB,CHST14,0,0
PVALB,CHST5,0,0
PVALB,CHST8,0,0
PVALB,CHST9,0,0
PVALB,CHSY3,0,0
PVALB,CIB2,0,0
PVALB,CIB3,0,0
PVALB,CILP,0,0
PVALB,CILP2,0,0
PVALB,CISH,0,0
PVALB,CITED1,0,0
PVALB,CLCC1,0,0
PVALB,CLCN6,0,0
PVALB,CLCN7,0,0
PVALB,CLEC12A,0,0
PVALB,CLEC4A,0,0
PVALB,CLEC4G,0,0
PVALB,CLEC9A,0,0
PVALB,CLIC6,0,0
PVALB,CLINT1,0,0
PVALB,CLIP3,0,0
PVALB,CLPS,0,0
PVALB,CLSTN2,0,0
PVALB,CLUL1,0,0
PVALB,CMAS,0,0
PVALB,CMBL,0,0
PVALB,CMTM3,0,0
PVALB,CMTM4,0,0
PVALB,CMTM6,0,0
PVALB,CMTM7,0,0
PVALB,CNDP2,0,0
PVALB,CNGB1,0,0
PVALB,CNIH2,0,0
PVALB,CNIH3,0,0
PVALB,CNN3,0,0
PVALB,CNPY2,0,0
PVALB,CNPY3,0,0
PVALB,CNR1,0,0
PVALB,CNTN1,0,0
PVALB,CNTNAP3,0,0
PVALB,COCH,0,0
PVALB,COG1,0,0
PVALB,COG5,0,0
PVALB,COL1A2,0,0
PVALB,COL4A1,0,0
PVALB,COL4A2,0,0
PVALB,COL6A3,0,0
PVALB,COL9A1,0,0
PVALB,COLEC11,0,0
PVALB,COMP,0,0
PVALB,COMT,0,0
PVALB,COPE,0,0
PVALB,COPS8,0,0
PVALB,COPZ1,0,0
PVALB,CORT,0,0
PVALB,COX6A2,0,0
PVALB,COX6B1,0,0
PVALB,COX7A2L,0,0
PVALB,CPAMD8,0,0
PVALB,CPE,0,0
PVALB,CPEB2,0,0
PVALB,CPNE2,0,0
PVALB,CPNE3,0,0
PVALB,CPNE6,0,0
PVALB,CPNE7,0,0
PVALB,CPSF4,0,0
PVALB,CPSF6,0,0
PVALB,CPT1C,0,0
PVALB,CPZ,0,0
PVALB,CRB1,0,0
PVALB,CREB3,0,0
PVALB,CREB3L1,0,0
PVALB,CREG1,0,0
PVALB,CREM,0,0
PVALB,CRIM1,0,0
PVALB,CRIPT,0,0
PVALB,CRLF2,0,0
PVALB,CRMP1,0,0
PVALB,CRYGA,0,0
PVALB,CRYGD,0,0
PVALB,CRYZ,0,0
PVALB,CSF1R,0,0
PVALB,CSF3R,0,0
PVALB,CSMD3,0,0
PVALB,CSNK1A1P1,0,0
PVALB,CSNK1D,0,0
PVALB,CSNK1G2,0,0
PVALB,CSNK2A1,0,0
PVALB,CST5,0,0
PVALB,CTBP2,0,0
PVALB,CTNNB1,0,0
PVALB,CTRB1,0,0
PVALB,CTSO,0,0
PVALB,CTSS,0,0
PVALB,CTTNBP2NL,0,0
PVALB,CTXN1,0,0
PVALB,CUL7,0,0
PVALB,CXADR,0,0
PVALB,CXADRP3,0,0
PVALB,CXCL16,0,0
PVALB,CXCL2,0,0
PVALB,CXCL3,0,0
PVALB,CXorf38,0,0
PVALB,CXorf57,0,0
PVALB,CYB5B,0,0
PVALB,CYB5R3,0,0
PVALB,CYBA,0,0
PVALB,CYBB,0,0
PVALB,CYBRD1,0,0
PVALB,CYFIP2,0,0
PVALB,CYP11A1,0,0
PVALB,CYP11B1,0,0
PVALB,CYP26C1,0,0
PVALB,CYSTM1,0,0
PVALB,CYTH4,0,0
PVALB,DAB1,0,0
PVALB,DAB2,0,0
PVALB,DAB2IP,0,0
PVALB,DACH2,0,0
PVALB,DAP,0,0
PVALB,DAP3,0,0
PVALB,DAPL1,0,0
PVALB,DARS,0,0
PVALB,DBI,0,0
PVALB,DBN1,0,0
PVALB,DCAF5,0,0
PVALB,DCAKD,0,0
PVALB,DCC,0,0
PVALB,DCHS1,0,0
PVALB,DCLK2,0,0
PVALB,DCN,0,0
PVALB,DCTN5,0,0
PVALB,DCUN1D5,0,0
PVALB,DDA1,0,0
PVALB,DDIT4L,0,0
PVALB,DDR2,0,0
PVALB,DDX11L2,0,0
PVALB,DDX24,0,0
PVALB,DDX52,0,0
PVALB,DDX58,0,0
PVALB,DDX60L,0,0
PVALB,DEAF1,0,0
PVALB,DEFB115,0,0
PVALB,DEFB118,0,0
PVALB,DEGS1,0,0
PVALB,DENND1C,0,0
PVALB,DENND2C,0,0
PVALB,DENR,0,0
PVALB,DERL1,0,0
PVALB,DERL2,0,0
PVALB,DERL3,0,0
PVALB,DFFA,0,0
PVALB,DGKG,0,0
PVALB,DGKH,0,0
PVALB,DHCR7,0,0
PVALB,DHDH,0,0
PVALB,DHH,0,0
PVALB,DHODH,0,0
PVALB,DHRS2,0,0
PVALB,DHRSX,0,0
PVALB,DHX58,0,0
PVALB,DIAPH2,0,0
PVALB,DIMT1,0,0
PVALB,DIRC2,0,0
PVALB,DISP2,0,0
PVALB,DKK3,0,0
PVALB,DKK4,0,0
PVALB,DLEC1,0,0
PVALB,DLG2,0,0
PVALB,DLG4,0,0
PVALB,DLG5,0,0
PVALB,DLGAP3,0,0
PVALB,DLGAP4,0,0
PVALB,DLX4,0,0
PVALB,DMD,0,0
PVALB,DMGDH,0,0
PVALB,DMWD,0,0
PVALB,DNAH12,0,0
PVALB,DNAH14,0,0
PVALB,DNAH2,0,0
PVALB,DNAH5,0,0
PVALB,DNAH7,0,0
PVALB,DNAH9,0,0
PVALB,DNAJA4,0,0
PVALB,DNAJB1,0,0
PVALB,DNAJB11,0,0
PVALB,DNAJB5,0,0
PVALB,DNAJB7,0,0
PVALB,DNAJC12,0,0
PVALB,DNAJC14,0,0
PVALB,DNAJC15,0,0
PVALB,DNAJC2,0,0
PVALB,DNAJC24,0,0
PVALB,DNAJC3,0,0
PVALB,DNAJC8,0,0
PVALB,DNAJC9,0,0
PVALB,DNAL1,0,0
PVALB,DNAL4,0,0
PVALB,DNALI1,0,0
PVALB,DNER,0,0
PVALB,DNTTIP2,0,0
PVALB,DOCK7,0,0
PVALB,DOCK8,0,0
PVALB,DOCK9,0,0
PVALB,DOK4,0,0
PVALB,DOK5,0,0
PVALB,DOK6,0,0
PVALB,DOLK,0,0
PVALB,DOLPP1,0,0
PVALB,DPEP3,0,0
PVALB,DPF3,0,0
PVALB,DPH5,0,0
PVALB,DPP6,0,0
PVALB,DPY19L3,0,0
PVALB,DPY30,0,0
PVALB,DPYD,0,0
PVALB,DR1,0,0
PVALB,DRD2,0,0
PVALB,DSEL,0,0
PVALB,DSP,0,0
PVALB,DST,0,0
PVALB,DTD1,0,0
PVALB,DTNA,0,0
PVALB,DTWD1,0,0
PVALB,DTX2P1_UPK3BP1_PMS2P11,0,0
PVALB,DTX3L,0,0
PVALB,DUS4L,0,0
PVALB,DUSP18,0,0
PVALB,DUSP9,0,0
PVALB,DYDC2,0,0
PVALB,DYNLL1,0,0
PVALB,DYRK3,0,0
PVALB,DYTN,0,0
PVALB,DZIP3,0,0
PVALB,E2F5,0,0
PVALB,EAF2,0,0
PVALB,EBAG9,0,0
PVALB,EBPL,0,0
PVALB,ECHDC2,0,0
PVALB,EDA,0,0
PVALB,EDNRB,0,0
PVALB,EEA1,0,0
PVALB,EFCAB1,0,0
PVALB,EFCAB2,0,0
PVALB,EFCAB6,0,0
PVALB,EFNB1,0,0
PVALB,EFNB3,0,0
PVALB,EFR3B,0,0
PVALB,EGLN1,0,0
PVALB,EGLN3,0,0
PVALB,EIF1AY,0,0
PVALB,EIF2AK4,0,0
PVALB,EIF2B3,0,0
PVALB,EIF3M,0,0
PVALB,EIF4EBP1,0,0
PVALB,EIF4G1,0,0
PVALB,EIF5AL1,0,0
PVALB,ELANE,0,0
PVALB,ELAVL1,0,0
PVALB,ELK1,0,0
PVALB,ELMO2,0,0
PVALB,ELP4,0,0
PVALB,EMG1,0,0
PVALB,EMILIN1,0,0
PVALB,EML3,0,0
PVALB,EML4,0,0
PVALB,EMP3,0,0
PVALB,EN2,0,0
PVALB,ENAH,0,0
PVALB,ENHO,0,0
PVALB,ENKUR,0,0
PVALB,ENOSF1,0,0
PVALB,ENOX2,0,0
PVALB,ENPP1,0,0
PVALB,ENY2,0,0
PVALB,EPCAM,0,0
PVALB,EPDR1,0,0
PVALB,EPHA6,0,0
PVALB,EPHA8,0,0
PVALB,EPHX1,0,0
PVALB,EPHX2,0,0
PVALB,EPN2,0,0
PVALB,EPS8,0,0
PVALB,ERBB2,0,0
PVALB,ERC1,0,0
PVALB,ERLIN1,0,0
PVALB,ERLIN2,0,0
PVALB,ERP29,0,0
PVALB,ESD,0,0
PVALB,ESPL1,0,0
PVALB,EVI2B,0,0
PVALB,EVX1,0,0
PVALB,EXOC4,0,0
PVALB,EXOC5,0,0
PVALB,EXOC6,0,0
PVALB,EXOC6B,0,0
PVALB,EXOC7,0,0
PVALB,EXOSC3,0,0
PVALB,EXOSC7,0,0
PVALB,EYA1,0,0
PVALB,F12,0,0
PVALB,F2RL1,0,0
PVALB,F3,0,0
PVALB,FAAH2,0,0
PVALB,FABP3,0,0
PVALB,FABP5,0,0
PVALB,FABP5P3,0,0
PVALB,FABP7,0,0
PVALB,FADS2,0,0
PVALB,FAF2,0,0
PVALB,FAM105A,0,0
PVALB,FAM107A,0,0
PVALB,FAM110B,0,0
PVALB,FAM110C,0,0
PVALB,FAM111A,0,0
PVALB,FAM114A1,0,0
PVALB,FAM117A,0,0
PVALB,FAM118B,0,0
PVALB,FAM120A,0,0
PVALB,FAM126A,0,0
PVALB,FAM129A,0,0
PVALB,FAM136A,0,0
PVALB,FAM138E,0,0
PVALB,FAM149A,0,0
PVALB,FAM151B,0,0
PVALB,FAM155B,0,0
PVALB,FAM162A,0,0
PVALB,FAM171A2,0,0
PVALB,FAM172A,0,0
PVALB,FAM174A,0,0
PVALB,FAM177A1,0,0
PVALB,FAM181A,0,0
PVALB,FAM184B,0,0
PVALB,FAM196A,0,0
PVALB,FAM19A5,0,0
PVALB,FAM201A,0,0
PVALB,FAM204A,0,0
PVALB,FAM20B,0,0
PVALB,FAM24B,0,0
PVALB,FAM46A,0,0
PVALB,FAM53C,0,0
PVALB,FAM71F1,0,0
PVALB,FAM71F2,0,0
PVALB,FAM83H,0,0
PVALB,FAM86DP,0,0
PVALB,FAM89A,0,0
PVALB,FAM98A,0,0
PVALB,FANK1,0,0
PVALB,FARP1,0,0
PVALB,FARSB,0,0
PVALB,FASN,0,0
PVALB,FBLN1,0,0
PVALB,FBLN2,0,0
PVALB,FBN3,0,0
PVALB,FBXL18,0,0
PVALB,FBXL19,0,0
PVALB,FBXL2,0,0
PVALB,FBXL22,0,0
PVALB,FBXL7,0,0
PVALB,FBXL8,0,0
PVALB,FBXO15,0,0
PVALB,FCER1G,0,0
PVALB,FCGBP,0,0
PVALB,FCGR1B,0,0
PVALB,FCGR2A,0,0
PVALB,FCGRT,0,0
PVALB,FDFT1,0,0
PVALB,FEM1A,0,0
PVALB,FEZF2,0,0
PVALB,FFAR1,0,0
PVALB,FGD1,0,0
PVALB,FGD4,0,0
PVALB,FGD6,0,0
PVALB,FGF3,0,0
PVALB,FGFR1,0,0
PVALB,FGFR4,0,0
PVALB,FGL2,0,0
PVALB,FHL1,0,0
PVALB,FHOD1,0,0
PVALB,FHOD3,0,0
PVALB,FIBCD1,0,0
PVALB,FIBIN,0,0
PVALB,FIGNL1,0,0
PVALB,FILIP1,0,0
PVALB,FITM1,0,0
PVALB,FJX1,0,0
PVALB,FKBP1A,0,0
PVALB,FKBP1B,0,0
PVALB,FLNB,0,0
PVALB,FLT3LG,0,0
PVALB,FLVCR1,0,0
PVALB,FLVCR1_AS1,0,0
PVALB,FMNL2,0,0
PVALB,FNDC3A,0,0
PVALB,FOLR1,0,0
PVALB,FOLR2,0,0
PVALB,FOXA2,0,0
PVALB,FOXD3,0,0
PVALB,FOXI3,0,0
PVALB,FOXO1,0,0
PVALB,FPR1,0,0
PVALB,FRMD3,0,0
PVALB,FRMPD3,0,0
PVALB,FRRS1L,0,0
PVALB,FRS2,0,0
PVALB,FSIP1,0,0
PVALB,FTMT,0,0
PVALB,FUCA1,0,0
PVALB,FUCA2,0,0
PVALB,FUNDC1,0,0
PVALB,FURIN,0,0
PVALB,FXN,0,0
PVALB,FYN,0,0
PVALB,FZD1,0,0
PVALB,FZD2,0,0
PVALB,FZD7,0,0
PVALB,FZD9,0,0
PVALB,FZR1,0,0
PVALB,G3BP2,0,0
PVALB,G6PC3,0,0
PVALB,GAB2,0,0
PVALB,GABARAP,0,0
PVALB,GABRA2,0,0
PVALB,GABRA3,0,0
PVALB,GABRA5,0,0
PVALB,GABRB1,0,0
PVALB,GABRB3,0,0
PVALB,GABRG1,0,0
PVALB,GALM,0,0
PVALB,GALNT10,0,0
PVALB,GALR3,0,0
PVALB,GAN,0,0
PVALB,GATC,0,0
PVALB,GATM,0,0
PVALB,GCAT,0,0
PVALB,GCM1,0,0
PVALB,GDAP1,0,0
PVALB,GDF11,0,0
PVALB,GDF7,0,0
PVALB,GDNF,0,0
PVALB,GEMIN8P4,0,0
PVALB,GFRAL,0,0
PVALB,GGNBP1,0,0
PVALB,GGPS1,0,0
PVALB,GGT3P,0,0
PVALB,GHR,0,0
PVALB,GIMAP2,0,0
PVALB,GINS2,0,0
PVALB,GIT1,0,0
PVALB,GJA1,0,0
PVALB,GJB6,0,0
PVALB,GLB1L,0,0
PVALB,GLI3,0,0
PVALB,GLIPR1L2,0,0
PVALB,GLO1,0,0
PVALB,GLOD4,0,0
PVALB,GLT8D2,0,0
PVALB,GLUD1,0,0
PVALB,GLUD2,0,0
PVALB,GMFG,0,0
PVALB,GMIP,0,0
PVALB,GNA12,0,0
PVALB,GNA13,0,0
PVALB,GNA15,0,0
PVALB,GNAL,0,0
PVALB,GNAO1,0,0
PVALB,GNAZ,0,0
PVALB,GNG10,0,0
PVALB,GNG12,0,0
PVALB,GNG2,0,0
PVALB,GNG4,0,0
PVALB,GNG8,0,0
PVALB,GNPDA1,0,0
PVALB,GNPTAB,0,0
PVALB,GOLGA3,0,0
PVALB,GOLT1A,0,0
PVALB,GORASP1,0,0
PVALB,GOSR2,0,0
PVALB,GPAM,0,0
PVALB,GPC4,0,0
PVALB,GPC5,0,0
PVALB,GPD1,0,0
PVALB,GPD2,0,0
PVALB,GPM6B,0,0
PVALB,GPR107,0,0
PVALB,GPR132,0,0
PVALB,GPR135,0,0
PVALB,GPR137B,0,0
PVALB,GPR156,0,0
PVALB,GPR17,0,0
PVALB,GPR173,0,0
PVALB,GPR179,0,0
PVALB,GPR183,0,0
PVALB,GPR39,0,0
PVALB,GPR52,0,0
PVALB,GPR75,0,0
PVALB,GPR78,0,0
PVALB,GPR88,0,0
PVALB,GPRC5C,0,0
PVALB,GPRIN1,0,0
PVALB,GPSM3,0,0
PVALB,GPT,0,0
PVALB,GRAMD1C,0,0
PVALB,GRB2,0,0
PVALB,GRIA1,0,0
PVALB,GRIK2,0,0
PVALB,GRIK5,0,0
PVALB,GRIN2B,0,0
PVALB,GRM1,0,0
