gene,correlation
DKK3,0.383858964
KLRC3,0.383848855
FBXO2,0.383788806
FAM117A,0.383513827
CYB5D2,0.383433009
FABP7,0.383414349
HLA_DRA,0.383342751
EXOSC7,0.383231616
CMTM7,0.383077124
DIAPH2,0.382993425
LINGO3,0.382963914
HPCAL4,0.382866389
GABRB1,0.382761435
GPR78,0.38272164
DOK1,0.38269696
CD84,0.382674659
GABRA5,0.382649276
DACH2,0.382426075
FKBP1A,0.382341952
LINC00319,0.382312948
LOC100240735,0.38229242
ARL8A,0.38183498
FAM71F2,0.38183387
DHX58,0.381824425
CFD,0.381688457
MAPK8IP1,0.3813488
FAM181A,0.381182236
CXorf57,0.380966809
EFCAB1,0.380927671
ARF1,0.380858976
GABRA3,0.380348676
HK2,0.380348012
MAGED1,0.380151847
GALC,0.380061676
KCTD7,0.379870765
APTX,0.379852156
ACP5,0.379684681
ACTG1,0.379619665
DPF3,0.379530859
FANCL,0.379444734
ACAA2,0.379339342
ALDH2,0.379291037
FAH,0.379245199
HSBP1,0.379186402
LY9,0.379184141
HAVCR2,0.379158138
MCFD2,0.379148413
DOCK9,0.379100201
DDA1,0.37900334
KLRG1,0.378982485
FKBP10,0.378870368
CACHD1,0.378520161
ATP2B4,0.378468294
HYI,0.378387843
ACOT2,0.378238612
FCGBP,0.378153418
MBOAT2,0.378099185
CSPG4,0.377976266
FXN,0.377946882
MAP4,0.377856895
KCNK2,0.377853274
CYTH4,0.377689965
LY6H,0.377653323
LY86,0.377644294
CLEC4G,0.377638117
BLCAP,0.377567116
DNAH5,0.377559656
ECHDC3,0.377554531
ATP8A2,0.377550275
GPM6B,0.3774602
ADAM28,0.377460013
GRAMD1C,0.377429243
EEF1B2,0.377304201
C9orf78,0.377174161
ALDH4A1,0.377034697
EVI2B,0.376927567
CX3CR1,0.376920004
FTL,0.376863831
AP3S1,0.37683094
KCNN3,0.376742079
HLA_DRB5,0.376735695
ACAA1,0.376587049
KLK10,0.376534432
FADS1,0.376323693
CCDC28A,0.376042359
EFNB3,0.375921555
MAPKAPK3,0.375839376
METTL7A,0.37583538
DDIT4,0.375802223
AP2B1,0.375763358
FYCO1,0.375685428
HLA_DQB1,0.3754878
GPT2,0.375279578
ANKRD6,0.375242948
BBOX1,0.375114622
FAM149A,0.375080257
FAM126A,0.375055599
DSEL,0.375011646
FOLR2,0.374852835
DDX54,0.374846711
LRRC56,0.374836156
LGALS9C,0.374802727
FLNB,0.374776294
EDNRB,0.374666479
HBG1,0.374572049
GDF7,0.374542821
CYBB,0.37453351
C22orf39,0.374439858
HADH,0.374385747
C1R,0.374346436
KCNE4,0.374274699
C1QL1,0.374051842
GRM1,0.374007814
FAM71F1,0.37396773
AHCY,0.37389292
LST1,0.373754842
GLT8D2,0.373730047
CCDC90B,0.373728972
LAMA1,0.373722678
FGFR3,0.373649168
ACBD7,0.373634712
AGA,0.373582361
LYPD1,0.373581634
MAN1A1,0.373516764
FAM13C,0.37345063
LAPTM4A,0.373398672
FGD3,0.373338142
DAPL1,0.373320418
MGC70870,0.373319596
BCR,0.373288648
ADAP2,0.373260703
BCKDHB,0.373132806
C1orf122,0.373132062
ARSF,0.373067185
GPR179,0.373036029
GLI3,0.372955317
ARPC3,0.372846187
KIAA0368,0.372830084
LOXL1,0.372821524
F12,0.372717479
CDKN2D,0.372416012
ADRB2,0.372379114
IFI27L2,0.37220395
LRCH2,0.37219504
DNAJC14,0.372151239
C6orf52,0.372072154
FNBP1L,0.372066809
COMT,0.371982917
KCNA4,0.371757238
HTR1A,0.371726342
CD8A,0.371651043
ABCB6,0.37164699
LOC728392,0.371633529
CREM,0.371564476
FHOD1,0.371485279
FZD1,0.371451199
EIF3H,0.371135714
GDE1,0.371023895
ALOX5AP,0.371020716
CNN3,0.371015019
MANEAL,0.370941691
G6PC3,0.37081648
MESP1,0.370786339
BFSP1,0.370671912
ITGAX,0.370586925
MATN2,0.370528513
CALB2,0.370494273
GTPBP3,0.370485183
INSM1,0.370474693
GPR17,0.370442581
FAM167A,0.370423711
ENOX2,0.370200984
BLNK,0.370200258
CASP1,0.370099153
IMPACT,0.369963125
MEX3A,0.36987711
DEGS1,0.369653355
ANTXR1,0.369649109
ITGB7,0.36960063
ACCS,0.369551881
FZD2,0.369488732
CETN2,0.369427564
CAPZB,0.369279433
GNG10,0.369222449
KCTD10,0.369211347
FBXO15,0.36919521
KCMF1,0.36913015
CTXN1,0.369033196
DDAH2,0.368931868
IDNK,0.368916048
GLUD2,0.368915619
FCER1G,0.368913166
APAF1,0.368858749
HSDL2,0.368811791
CCT5,0.368734412
GTF3C6,0.368731648
FCGR3A,0.36858301
LPAR6,0.368448562
FOLR1,0.368400853
FGFBP3,0.368385153
MED29,0.368296849
ADRA2C,0.368294385
CAPG,0.368281661
LGR4,0.368139648
GALM,0.368133361
GMFG,0.36813255
ENO1,0.36801806
DTNBP1,0.367777876
KIF2A,0.367713982
HPGD,0.367644317
DCTN5,0.367458709
HLA_DRB1,0.367344328
APOE,0.367260249
EPN2,0.367118958
LANCL2,0.367007309
KIAA1147,0.366918358
GNG8,0.366882852
FGGY,0.366797662
C1QB,0.366790783
ATP2C1,0.366745332
LIMCH1,0.366719355
ANO2,0.36660744
DNAJC24,0.366509054
DNAJC30,0.366507822
C3AR1,0.366493251
BUB3,0.366449398
GNB2,0.366414056
C1S,0.366408374
CCL19,0.366377275
DENND2C,0.366322325
CNPY2,0.36630367
DTYMK,0.366287784
HTR4,0.366243122
ABCC6,0.366187708
CLEC9A,0.366082286
C1QC,0.366058435
ALG8,0.366004502
CAMK2D,0.365963685
B3GNT5,0.365927037
GPAM,0.365912914
GNPTAB,0.365893423
ALDH6A1,0.365875908
ARL10,0.365854469
C19orf12,0.365817871
LIN7B,0.365792246
EFEMP2,0.365788162
DHCR7,0.365780691
ADHFE1,0.365701046
LOC100129291,0.365598147
C1orf50,0.365544023
CD86,0.365499261
COCH,0.365489391
LOR,0.3654741
ATOH7,0.365279658
LONRF2,0.365277731
ARPC5,0.365260572
GABRE,0.365212758
IQCJ,0.365162288
CLDN10,0.365159192
CHMP1A,0.365040098
KLF16,0.364939889
HSPB11,0.364895921
EYA2,0.364825167
DNAH12,0.364823201
DOCK1,0.364800914
LIX1,0.364762946
BCHE,0.364723556
ENPP1,0.364709221
GTF2H5,0.364690014
B9D1,0.364606723
DIS3L,0.364547805
GNG4,0.364519863
DPYSL3,0.364413472
KCTD5,0.36426771
LPCAT2,0.364264514
BATF3,0.364253362
COMP,0.363998505
GRIK2,0.363910677
AGT,0.36382075
MARCKS,0.3637785
HMGN2P46,0.363724881
ADD3,0.363721234
CFL1P1,0.363704603
BEST2,0.363693722
GPR34,0.363654559
LCLAT1,0.363634168
B3GALT6,0.363608662
GNAI2,0.363509629
IGDCC4,0.36335598
CDKN1C,0.363285162
HPS4,0.363273491
DLEU1,0.363206506
INTS4,0.363069844
FXYD1,0.363048645
GLUD1,0.362979863
DLG2,0.362951874
KLF15,0.362936816
COMMD6,0.362934108
HCST,0.36289412
LYPLAL1,0.362828406
HMGCR,0.362820901
C6orf118,0.362786562
ANO3,0.362769017
FAM129B,0.362713824
EIF1,0.36270639
GPR88,0.362686232
ACTG1P4,0.362677299
C1orf194,0.36256217
CCDC8,0.362426676
CANX,0.362422934
CD52,0.362329864
CPNE7,0.362299958
ALDH7A1,0.362220674
HINT3,0.362174454
EFR3B,0.362165951
KRT85,0.362097429
DLL3,0.362093286
IRX5,0.36200586
DOK6,0.361982621
HBQ1,0.361972223
LOC728485,0.361967139
ACSBG1,0.361944613
CIB2,0.361751348
GTF2E2,0.361741001
AQP5,0.361697355
FAM171B,0.361438267
CALU,0.361357668
DENND1C,0.361264543
CETN3,0.361204489
BRD7,0.361060436
DNAH2,0.360976993
CPEB2,0.360926992
BMP7,0.360882995
GLO1,0.36073946
MAPRE1,0.360673793
LINC00461,0.360624275
CSF1R,0.360499089
DEAF1,0.360493217
ALPK1,0.36043506
GRIK5,0.360382883
CPT1C,0.360380383
C1QA,0.360288354
ETFB,0.360220191
LAPTM5,0.360210521
ME2,0.360206296
LTBP2,0.360190705
IFI16,0.360127757
METTL8,0.360116725
FADS2,0.36011105
ALG5,0.360059325
ITGB8,0.360006032
KPNB1,0.359875057
LARS2,0.359857814
C22orf23,0.35985184
CLIP3,0.359848745
ARHGDIB,0.359795191
C16orf74,0.359544122
B3GNT6,0.359466374
EDARADD,0.359463667
C1QTNF3,0.359325598
CHMP1B,0.359171627
DDB1,0.359111181
GRIN2C,0.359018743
IFI35,0.358971794
ASAH1,0.358867802
HLA_DRB3,0.35882946
MED28,0.358806872
DHRS9,0.358792444
LOC389831,0.358762358
KCNG1,0.358755797
CPNE2,0.358596066
CNTN1,0.358517706
ATP6V0E1,0.358285344
JMJD4,0.358241164
ASAP3,0.358206384
COL18A1,0.358102918
CASD1,0.358098644
BRD4,0.358096604
AQP4,0.358078146
HEPH,0.358073097
LSM4,0.357925253
BAG3,0.357875177
FGF2,0.357811264
CDH1,0.357798977
CES1,0.357796495
LMBRD2,0.357781301
GMFB,0.357747567
FIBIN,0.357711313
LMCD1,0.357604151
APOL6,0.357600568
LRRN2,0.357578989
LRFN1,0.35752901
KBTBD6,0.357255367
ALDH1L1,0.357112635
CD99,0.357100719
ATP7B,0.357086867
CARHSP1,0.357051254
CD81,0.357001289
CD83,0.356987661
CSNK1A1P1,0.356871947
LSM3,0.356866946
HSP90B1,0.356861987
HRASLS,0.356814626
ATP8A1,0.356769934
KCNG3,0.35675538
APOC1,0.356730198
CBR1,0.356697344
BRMS1,0.356679311
FILIP1,0.356589225
DIRAS3,0.356559445
ARHGDIA,0.356522767
GPR173,0.356505608
CELF3,0.356497172
EPHX1,0.356476934
BTBD9,0.356458278
FAM122C,0.356418408
ACOX2,0.35628432
HSD17B6,0.356176775
FCGR2A,0.35600226
ICAM5,0.355893471
ARHGAP28,0.3558549
DRAM1,0.355848922
CDC16,0.355720009
FFAR1,0.355707826
GCNT1,0.355652034
GABBR1,0.355536453
C12orf73,0.355514052
CCIN,0.355431264
C1orf52,0.35541636
HIBCH,0.355282058
BCS1L,0.355201219
KCTD21,0.35511798
CACNA1E,0.355083779
ACSS1,0.355004681
ATF5,0.354950628
IPO8,0.35493499
ARHGAP1,0.354923182
KIF21B,0.354905658
GPC5,0.354870258
EIF2AK4,0.354836825
HS3ST3A1,0.354813611
CTSS,0.354791953
CALML3,0.354718953
DHCR24,0.354683706
ELK1,0.354653103
MAP1LC3A,0.354647442
MEST,0.354586863
BHMT2,0.354408987
CHCHD6,0.354400233
MAP2,0.354328209
BRWD1,0.354291965
ARHGEF19,0.354283993
JUN,0.354178625
CHRM5,0.354172562
HMGCL,0.354124908
GLUL,0.354099726
C2orf73,0.354051991
KRCC1,0.354018709
DGKG,0.353968478
DEFB124,0.353936696
GUF1,0.353901078
ANP32E,0.353867385
CCDC88C,0.353807028
MCTP1,0.353740192
GABRB3,0.353729759
CA8,0.353678722
CRSP8P,0.353669909
CXorf38,0.35366514
CASP5,0.35357993
BEST4,0.353516205
HIP1R,0.353502067
AKIRIN1,0.353374352
EMP3,0.353360466
DERL3,0.353334325
ARMCX2,0.353241399
C17orf67,0.353230403
HNMT,0.353221068
CADM1,0.353181208
FLNA,0.353179427
EBAG9,0.353158885
EFEMP1,0.353146536
EFCAB11,0.353111928
CTSO,0.353103607
DBN1,0.35303691
FGD4,0.353010226
DNAL4,0.353008565
LRRC36,0.352991443
EIF4G1,0.352886161
CNDP2,0.352597506
GLIPR1L2,0.352512241
MAP4K4,0.352426479
HPR,0.352406208
ME1,0.352365795
DMD,0.352312228
DIRC2,0.352301021
EIF2B3,0.35229992
CA5B,0.352295566
LACTB,0.352259395
HMGN2,0.352251444
DDX20,0.352236528
ARRB1,0.352209647
APCDD1,0.352168138
DNAJC12,0.35213754
GABRA2,0.352128411
LIX1L,0.35202233
ARHGAP18,0.35189337
GIT1,0.351855115
ENTPD6,0.35180117
GSS,0.351785127
BEX1,0.351782904
HRAS,0.351774259
LDHD,0.351768864
CCDC153,0.351738842
LSM7,0.351566081
ELL3,0.351559128
GSTM1,0.351541779
CCDC148,0.351439322
EIF4EBP1,0.351385667
FBLN1,0.351383254
ATP10B,0.351094883
LILRP2,0.351011694
CNIH2,0.350945121
LRRC57,0.350909047
DNAH14,0.350889435
CHRM4,0.350887434
BLID,0.350761814
ANKRD50,0.350716029
DERL2,0.350690877
CRMP1,0.350667122
FBLN2,0.350665042
JAKMIP1,0.35060951
ADCY7,0.35060839
MAFG,0.35054737
F3,0.350516905
ARL16,0.350412435
ACVR2B,0.350364786
KCNJ10,0.350256933
C20orf27,0.350160492
KLHL2,0.350086911
AGPAT5,0.350077042
FAM129A,0.350031858
FGL2,0.349956604
CYB5R1,0.349924035
ERLIN1,0.349913617
CYP1B1,0.349847552
DERL1,0.34984274
IQCK,0.349764087
GDAP1,0.349753287
CDKN1A,0.349729489
ERBB2,0.349726281
LIMA1,0.349725496
FARP1,0.349712802
ATP6V1H,0.349649796
DUSP18,0.349587885
ISOC1,0.34953755
IL17D,0.349524772
ISCA2,0.349444205
DAB2,0.349435959
GATM,0.349412064
HIST2H2BE,0.349409456
LTBR,0.349324233
CDH8,0.349294257
ANKDD1A,0.349277302
CKS1B,0.349245497
CHST9,0.349174317
FAM111A,0.349128848
CCDC112,0.349029699
CALD1,0.34899902
ACSL4,0.348947178
CAMSAP1,0.348810345
EIF1AY,0.348808498
HNRNPCL1,0.34879534
KLK7,0.348788348
CYP46A1,0.348785509
IL13RA1,0.348721936
APOM,0.348715356
ENOSF1,0.348699706
LMAN2L,0.348695715
EMX2OS,0.348673059
ACADL,0.348666802
GIMAP2,0.348622106
APBA1,0.34857188
KCNQ1DN,0.348568818
AZIN1,0.348515397
EXOC7,0.348336348
CD109,0.348316988
DOCK10,0.348315964
FIGNL1,0.348291461
FAM118B,0.348231366
MEIG1,0.348207916
C8orf44,0.348171746
CHD7,0.34813022
CD74,0.348108344
KIRREL3,0.347997633
HTRA1,0.347935366
DNAJC2,0.347857163
LYPD2,0.347829366
GNG12,0.347823541
DNAJA4,0.34779163
DHDDS,0.347741239
DIAPH3,0.347728934
HIST1H2AC,0.347697765
ARHGAP23,0.347695295
HMGCS1,0.347574902
FAM114A1,0.347574287
GPR6,0.347552606
KPNA3,0.347548517
INPP5K,0.347521192
HSP90AB1,0.347494247
FBXL19,0.347475396
ABI3,0.347449075
LOC642852,0.347356532
C1orf198,0.347337978
ANKRD20A5P,0.347229271
CNR1,0.347228172
CRYZL1,0.347191194
MAGT1,0.347189986
DIO2,0.347188164
FSIP1,0.34718403
HSD17B12,0.347099633
HERC4,0.347095493
ARMCX1,0.347048358
DACT1,0.346967307
CCDC103,0.346915349
FBXL18,0.346880772
ENOX1,0.346724648
GPNMB,0.346684083
CHST15,0.346663917
HSPA13,0.346648397
ATP9B,0.346619655
METTL1,0.346596966
ACVR2A,0.346588932
ARHGEF15,0.346552946
C2CD2L,0.346512
CAMLG,0.346460106
DNAJC3,0.346457584
ACTR3,0.346436486
AKR1C3,0.346429913
EPS8,0.346330217
MAGEH1,0.346240706
EEF1A1,0.346192721
HLA_DMA,0.346177717
ACO2,0.346167038
C16orf89,0.346109324
E2F3,0.346102816
KRTAP19_2,0.346057738
FABP5P3,0.346035669
HIST1H2BC,0.345979265
C11orf1,0.345951552
ASTN1,0.345885021
CSMD3,0.345870766
ATOX1,0.345815192
LHFPL3,0.345814013
CUEDC1,0.345790899
DOLK,0.345751424
GPRC5C,0.345748481
B3GNT4,0.345645991
LYN,0.345615986
CDC27,0.345609309
GMIP,0.345583461
KLHL35,0.345565043
EPHA6,0.345444035
CHST14,0.345412505
EPCAM,0.345294427
ARL15,0.345275676
IL4I1,0.345231883
ABHD1,0.345200591
ELAC2,0.345187188
B3GALNT1,0.345138189
GLIPR2,0.345099422
GSTM2P1,0.345040997
CLCC1,0.345035142
MAOB,0.34499567
COG5,0.34497751
BEGAIN,0.344902327
EML3,0.34487788
DGKB,0.344833165
CLN8,0.344801456
COLEC11,0.34478847
ANKRD30BP2,0.344787035
KANK1,0.344732827
LRRC7,0.344732757
CST5,0.344696472
APLN,0.344692552
CGREF1,0.344663706
IPP,0.344610033
CPSF6,0.344579081
GCSH,0.344546367
LTC4S,0.344543779
ASCC3,0.344463945
C1orf229,0.344435786
HIST1H2AD,0.344418868
GRIN3A,0.34440836
CMTM8,0.344338813
FZR1,0.344293819
GPR68,0.344290318
KIF6,0.344273713
ANGPTL4,0.344225444
GPR132,0.344220994
DMWD,0.34417345
ITGB5,0.34415703
IFI30,0.344068411
CPEB1,0.343997579
CENPF,0.343925819
GOLGA7,0.343860716
FUCA2,0.343745786
BLVRB,0.343727358
CXCL2,0.343712817
ANGEL1,0.343682534
EMX2,0.343657852
GRIN2B,0.343656545
IQCA1,0.343604899
CPNE3,0.343583538
HSD17B10,0.343550356
CHST6,0.343540239
AXL,0.343523938
KIAA1191,0.343434576
LSM14A,0.343402838
ASB16,0.343348731
CYP2J2,0.343320673
ATP9A,0.343250714
GPT,0.343241449
MAML2,0.343237523
LSM5,0.34322059
KLF8,0.343218995
ALK,0.343166009
APCDD1L,0.343163489
HERC5,0.343159234
KLHL12,0.343153287
C2orf80,0.343097977
MDGA1,0.343097622
GNA13,0.343060413
CPAMD8,0.343040248
CASKIN2,0.342864798
DUS4L,0.342856186
HMGB3P1,0.342817858
FDFT1,0.342811575
B4GALT2,0.342771469
HES5,0.342766983
BAIAP3,0.342687663
CDH11,0.342682707
FAM171A2,0.342681428
AQP6,0.342662061
FAM181B,0.34264839
CXCR4,0.342606927
IMMP1L,0.342540127
JPH4,0.342465761
IFT74,0.342458482
KCNH2,0.3424496
CABIN1,0.342441129
JUP,0.342376559
CBR3,0.342358328
CHST1,0.3423484
HEBP1,0.34234418
DDR1,0.342336855
DLGAP3,0.342304285
IRF5,0.342204006
EIF3D,0.342199823
MAP2K1,0.342162726
CHD3,0.34214925
ANXA2,0.342053658
DRD2,0.342007019
ERLIN2,0.341998924
MGAT4B,0.341962046
LOC100288911,0.341951664
CCR5,0.34193947
GPR183,0.341858111
GGCX,0.341791544
FCHSD2,0.341787264
LTA,0.341710476
LUZP2,0.341626266
C19orf38,0.341595566
ACTB,0.341545526
DAD1,0.341518489
ANKRD19P,0.341501947
HAUS2,0.341485405
FBXO17,0.34146343
IER3,0.341449348
LRRCC1,0.341428787
MFAP4,0.341421901
CFLAR,0.341410102
EFCAB2,0.341336561
APOOL,0.34132597
FJX1,0.341281742
LRP1B,0.341234308
AGPAT4,0.341201035
HSD17B7,0.341161113
KIF26B,0.34111802
HCLS1,0.341074507
IFI27L1,0.341014333
DNALI1,0.340957269
GRB14,0.340955531
ADI1,0.340943928
LRRC27,0.340932409
FPR1,0.340893453
FGD1,0.340847823
MBD4,0.340830587
FDXR,0.340829751
IL15,0.340803154
JPH3,0.340745172
C12orf60,0.340690413
CCDC86,0.340665709
ECHS1,0.340665492
ASB18,0.340651693
AGAP3,0.340608487
C2orf76,0.340565875
MEGF9,0.340564976
HSD17B14,0.340471972
C1orf61,0.34045001
HMG20B,0.340428434
CCR7,0.340383597
CYTL1,0.340381175
ARHGAP4,0.340297411
ME3,0.340276538
DBI,0.340244764
C1GALT1,0.340156262
GRB2,0.340114078
CDC42,0.340108706
IVD,0.340087381
FAM172A,0.340085288
DENR,0.340071929
KLF14,0.339977528
CTNND2,0.339915077
ASCC1,0.339807135
AIFM2,0.339752971
DYNLL1,0.33973997
CPLX3,0.339707943
B4GALT1,0.339704493
KCNMB4,0.339665275
MGMT,0.339638685
EXOC6,0.339597976
BCL2,0.339579503
CAP1,0.339572976
MID1IP1,0.339571407
BCAS1,0.339504893
CRYL1,0.339501711
FAM53C,0.339459581
ADORA2B,0.339437412
LRP10,0.339355776
LIG1,0.339338054
HLCS,0.339319082
GJA1,0.33929111
KDELR2,0.339235457
ARF4,0.339211189
GBA,0.339132344
FAM24B,0.338967913
DAP3,0.338958482
DENND1A,0.338940968
CHDH,0.33889892
DHDH,0.33888225
BEX4,0.338877638
CCDC77,0.33885579
GNAQ,0.338827376
CYB5B,0.338826704
LZIC,0.338771816
CYB5R2,0.338769159
AK5,0.338746055
KIAA1143,0.338689638
LIMK2,0.33868505
DHRSX,0.338665673
FOXB1,0.338660835
LDOC1,0.338472238
LY96,0.338436223
GLRA3,0.338435048
CASK,0.338429022
GOLT1A,0.338360971
FZD7,0.338337539
FKRP,0.338333887
C10orf105,0.338201231
COL5A3,0.338164656
CECR2,0.338162523
DHODH,0.33811532
ADH5,0.338056026
ADAR,0.338035886
GSTM3,0.338023713
BBS4,0.338001345
CARD17,0.337986231
DAG1,0.337948456
GOLM1,0.337911217
MAP3K19,0.33788512
LINC00167,0.337700828
ACTR3B,0.337681985
MAP7D1,0.337584592
DCHS1,0.337543356
CAPS,0.337520639
ABI1,0.337511076
ACAP3,0.337505399
CD3D,0.337480708
C11orf65,0.337477597
EFNB2,0.337466298
HEYL,0.337462207
INTU,0.337461199
ETFDH,0.337427632
MECR,0.337397711
HLA_DRB4,0.33719668
KPNA2,0.337182606
ANXA2P1,0.337126412
LEPROT,0.337035264
FNDC3A,0.337006691
FAM177A1,0.336971183
MEG3,0.33680821
GLP2R,0.336792095
IL4R,0.336751059
DHTKD1,0.336743069
CREB3,0.336734425
KRTAP23_1,0.336650649
MFSD10,0.336622304
ANKIB1,0.336594779
CHMP4A,0.336594194
FABP3,0.336591253
FAM200B,0.336586064
INTS7,0.336573384
HMX3,0.336463454
LARP1,0.336459017
LGI4,0.336398366
COL21A1,0.336390399
LRRC26,0.336335134
BMP2K,0.336314634
FAM19A5,0.336289636
CPSF4,0.33623004
MAGEA6,0.3361571
FOXI3,0.33612732
CNTFR,0.336101663
FIGNL2,0.335992395
DDX58,0.335981237
C12orf45,0.335971212
HLA_F_AS1,0.335967756
CSNK2A1,0.335902868
DLK2,0.335897931
FAM89A,0.335837187
KCNQ2,0.335766132
FTHL17,0.33573728
DDR2,0.335705917
CST3,0.335678486
IQCH,0.335666322
CLDND2,0.335617679
FNBP1,0.335611593
GTF2H3,0.335611416
ATP6V1D,0.335584623
LCAT,0.335507745
KIAA0319,0.335433724
CACNG4,0.335407476
GPR137B,0.335316802
LIME1,0.335225791
ADA,0.335219702
DCN,0.335103948
LIPA,0.335066761
FABP5,0.334979137
C2orf74,0.334897652
CYP4F35P,0.334866522
DENND2A,0.334860627
CDH9,0.334777524
CRIM1,0.334757592
GLG1,0.334752159
CDC42EP4,0.334656047
IL3RA,0.334655221
CYP4V2,0.33460674
CYBRD1,0.334490241
CCNA1,0.334463152
CLEC14A,0.334435548
FAM120AOS,0.334399977
GUK1,0.334246066
HES1,0.334240329
CTDSP1,0.334199653
IQSEC2,0.334190546
MAP7D3,0.334155546
CACNA2D1,0.33415264
ALCAM,0.334140521
DNASE1L1,0.334013249
GRM8,0.333954139
BRD7P3,0.333914375
JAM3,0.333893873
EPHX2,0.333882254
EIF5B,0.33386971
CABYR,0.33383866
ERP29,0.333812598
DDX11L2,0.333772007
C1QL2,0.333764818
FAM110C,0.333640003
MARK4,0.333633852
EMG1,0.333624932
CCNY,0.333584821
INTS3,0.333534506
CNOT7,0.333516802
AP1S1,0.333494399
KCNMB1,0.333486214
FAM86DP,0.333443017
CLPS,0.333415397
IL17RD,0.333405936
LGALS3,0.333359566
GALNT10,0.3333275
CLPP,0.333281757
GSPT2,0.333276794
MARCO,0.333216251
DNAH9,0.333209783
GOLGA3,0.333197236
ARPC4,0.333120278
GLI1,0.333077209
ELP4,0.333048129
CREB5,0.333047541
CCDC102B,0.333011621
IL17RB,0.333005459
CYB5R3,0.332906418
ADAD2,0.33286948
GSTM2,0.332781276
GAR1,0.332765563
AGAP2,0.332756022
EDA,0.332741277
HLA_DPA1,0.332674382
COPZ2,0.33263695
CALB1,0.332579024
DCUN1D5,0.332577418
KLK5,0.332520595
MAP6,0.332488165
ASXL2,0.332400891
HSPA6,0.332358518
BAZ2B,0.332347088
LPAR1,0.332329662
GABPB1_AS1,0.33223766
FAT1,0.332236402
LSS,0.332209506
FRMD4B,0.332201342
CAPN13,0.33218281
ACP1,0.332173286
FAM151B,0.332051464
COX18,0.332049399
DPYSL5,0.332008622
ANK2,0.33199526
EPB41L4A,0.331838588
EXOC6B,0.331771485
INCENP,0.331764255
DNAJB11,0.3317403
CHST11,0.331726485
GNG5,0.33172021
IDH2,0.33164139
LIMS1,0.331608113
HRH4,0.331577943
IRF9,0.331556445
ELAVL1,0.331534178
CUL4A,0.331517875
FAM161A,0.331466581
ARL6,0.331459793
C9orf85,0.331438743
KLF7,0.331425905
DDI2,0.331406653
